,text_original,text_traducido,clase_RegLog,clase_SVM,clase_NavieBayes
3129,los ataques contra migrantes venezolanos en países como ecuador perú se han disparado en el último año ,"Attacks against Venezuelan migrants in countries like Ecuador, Peru have exploded in the last year",2,0,2
3130,cinicos incongruentes hablan de violaciones de derechos humanos en venezuela aplauden las violaciones en chile ecuador hablan de migración de venezolanos son participe de ella de salvadoreños usa,incongruous cynics speak of human rights violations in venezuela applaud the violations in chile ecuador speak of migration of Venezuelans are part of it of salvadorans usa,0,2,1
3131, 3nov el mundo la xenofobia amenaza el éxodo venezolano atacan con piedras embarazadas niños los ataques contra migrantes venezolanos en países como ecuador perú se han disparado en el último año ,3nov the world xenophobia threatens the Venezuelan exodus attacks with stones pregnant women children attacks on Venezuelan migrants in countries like Ecuador Peru have soared in the last year,2,1,1
3132,el mundo xenofobia amenaza éxodo venezolano atacan con piedras embarazadas niños ataques contra migrantes venezolanos en ecuador perú se han disparado este año pueblo al pueblo en ningún lado estaremos mejor en venezuela no te vayas luchemos contra la tiranía pic twitter com kzknrpbrst,the world xenophobia threatens Venezuelan exodus they attack with pregnant stones children attacks against Venezuelan migrants in ecuador peru have shot up this year town to town nowhere will we be better in venezuela don't go let's fight against tyranny pic twitter com kzknrpbrst,2,1,1
3133,el mundo xenofobia amenaza éxodo venezolano atacan con piedras embarazadas niños ataques contra migrantes venezolanos en ecuador perú se han disparado este año pueblo al pueblo los políticos no se unen así tenemos unirnos nosotros para salvar la patria ,the world xenophobia threatens Venezuelan exodus they attack with pregnant stones children attacks against Venezuelan migrants in ecuador peru this year people have shot at people the politicians do not unite so we have to unite ourselves to save the homeland,2,1,1
3134,el mundo xenofobia amenaza éxodo venezolano atacan con piedras embarazadas niños ataques contra migrantes venezolanos en ecuador perú se han disparado este año pueblo al pueblo en ningún lado estaremos mejor en venezuela no te vayas lucha contra la tiranía ,the world xenophobia threatens Venezuelan exodus they attack with pregnant stones children attacks against Venezuelan migrants in ecuador peru have shot up this year people to people nowhere will we be better in venezuela do not go fight against tyranny,0,1,1
3135, atención inició el proceso de visa humanitaria para migrantes venezolanos en ecuador requisitos 2nov venezuela ,attention started the process of humanitarian visa for venezuelan migrants in ecuador 2nov venezuela requirements,2,2,1
3136,ecuador perú los países donde se presenta la mayor xenofobia contra los venezolanos ,"Ecuador, Peru, the countries with the highest xenophobia against Venezuelans",2,2,2
3137,ecuador dejará pasar por su territorio migrantes venezolanos con visa de ingreso otro país 2nov,Ecuador will pass through its territory Venezuelan migrants with an entry visa to another country 2Nov,0,2,2
3138, 2nov ecuador perú los países donde se presenta la mayor xenofobia contra los venezolanos ,2nov ecuador peru the countries where the greatest xenophobia against Venezuelans occurs,2,2,1
3139,hey estado en peru ecuador colombia a mi casi me matan rateros venezolanos en ecuador si no fuera por un amigo estaria muerto viaja ve con tus ojos yo jamas vi tanta violencia estrema se supone que son refugiados no todos son asi conosco gente de bien,"I have been in Peru, Ecuador, Colombia, I was almost killed by Venezuelan thieves in Ecuador, if it were not for a friend, I would be dead, travel, see with your eyes, I never saw so much extreme violence, they are supposed to be refugees, not all of them are well-known people.",2,2,2
3140,ecuador perú los países donde se presenta la mayor xenofobia contra los venezolanos pic twitter com rju8jfcrlx,Ecuador Peru the countries where the greatest xenophobia against Venezuelans occurs pic twitter com rju8jfcrlx,2,2,1
3141,ecuador reclama ayuda internacional para atender migrantes venezolanos pic twitter com cokuo4qllg,Ecuador calls for international aid to serve Venezuelan migrants pic twitter com cokuo4qllg,2,2,1
3142,viendo ecuador chile otros países fuera de la región no se han marchado de su país si no que luchan por su libertad te pregunto porque los venezolanos no hacen lo mismo te invito analizar el trasfondo de la realidad venezolana ,"Seeing Ecuador, Chile, other countries outside the region have not left their country, but fighting for their freedom. I ask you why Venezuelans do not do the same. I invite you to analyze the background of the Venezuelan reality.",2,2,1
3143, conaienomerepresenta la migración es de venezolanos hacia europa argentina perú chile ecuador no de argentinos chilenos venezuela cuba ,"Therefore, it represents the migration of Venezuelans to Europe, Argentina, Peru, Chile, Ecuador, not Argentine Chileans, Venezuela, Cuba.",2,2,1
3144,ex diputado venezolano oscar perez denuncia ante la oea los acontecimiento sucitado tanto en ecuador ychile se debea unplan tanto decuba yde madurode infiltrar delincuentes criminales entre los migrantes venezolanos para de esa manera perjudicarlos los que cumple la ley pic twitter com houf5xralk,"Former Venezuelan deputy Oscar Perez denounces before the OAS the events that took place both in Ecuador and Chile, due to a plan both to mature and to infiltrate criminal offenders among Venezuelan migrants in order to harm those who comply with the law pic twitter com houf5xralk",2,0,1
3145,a este ser sufrido por una experiencia real vivido en su país nos está advirtiendo igual que chile ecuador bolivia sobre la podrida revolución venezolana bolivariana foro de são paulo para no dejarlo entrar colombia fuera cuba comunista hay que escucharlo bien ,"This being suffered by a real experience lived in his country, he is warning us, like Chile, Ecuador, Bolivia, about the rotten Venezuelan Bolivarian revolution, São Paulo forum, to not let him enter Colombia, out of the communist Cuba, we must listen well.",1,1,1
3146,la xenofobia amenaza el éxodo venezolano atacan con piedras embarazadas niños los ataques contra migrantes venezolanos en países como ecuador perú se disparan leer ,xenophobia threatens the Venezuelan exodus pregnant women attack attacks on Venezuelan migrants in countries like ecuador peru soar read,2,1,1
3147,los ataques contra migrantes venezolanos en países como ecuador perú se disparan leer ,"Attacks against Venezuelan migrants in countries like Ecuador, Peru soar read",2,0,2
3148,delia maduro aprovechó la diáspora de venezolanos huyendo del caos el hambre para enquistar militares agitadores subersivos entre los inmigrantes de esa forma esparció su nefasta política en argentina bolivia perú colombia chile brasil ecuador toda américa latina ,"Delia Maduro took advantage of the diaspora of Venezuelans fleeing hunger from chaos to confine subersive military agitators among immigrants, thus spreading his disastrous policy in Argentina, Bolivia, Peru, Colombia, Chile, Brazil, Ecuador, and all of Latin America.",2,2,2
3149, atención inició el proceso de visa humanitaria para migrantes venezolanos en ecuador requisitos 1nov venezuela ,attention began the process of humanitarian visa for venezuelan migrants in ecuador 1nov venezuela requirements,2,2,1
3150,asesinos de mierda en colusión con terroristas venezolanos han actuado en colombia perû ecuador chile pic twitter com xwda5airki,Shit killers in collusion with Venezuelan terrorists have acted in Colombia Peru Ecuador Chile pic twitter com xwda5airki,1,2,1
3151, ecuador espero la tragedia de una medico venezolana manos de su pareja ecuatoriano no avive la xenofobia pero le recuerdo un dicho popular la salsa es para el pavo es bueno para la pava ,Ecuador I hope the tragedy of a Venezuelan doctor hands of his Ecuadorian partner does not enliven xenophobia but I remind you of a popular saying the sauce is for the turkey is good for the kettle,2,2,1
3152,xenofobia explotación laboral revierten tendencia venezolanos salen de ecuador xbwfe4xf4au twitter ,xenophobia labor exploitation reverse trend Venezuelans leave Ecuador xbwfe4xf4au twitter,2,2,1
3153,a cuánta gente de tu pueblo venezolano los tienes fuera de tu país sin alimentos sin vivienda abandonando sus familias refugiados en mi país ecuador iiiicerdo ni el diablo te quiere tú muerte sería un basta tanta maldad recuerda qué hay un juez dios,"How many people in your Venezuelan town do you have outside your country without food without housing, abandoning their families, refugees in my country, Ecuador?",0,2,2
3154,soy ignorante en algunos temas políticos por lo cual me atrevo preguntar donde están a quien leventregsn los millones de de la ayuda para los migrantes venezolanos porque conozco mucha gente que vive en ecuador chile argentina colombia perú a ninguno los han,"I am ignorant on some political issues, so I dare ask where the millions of aid for Venezuelan migrants are, because I know many people who live in Ecuador, Chile, Argentina, Colombia, Peru, and none have",0,0,1
3155,en colombia hay más de 1 5 millones de refugiados venezolanos 900 000 en perú 400 00 en chile 350 00 en ecuador 170 000 en brasil 150 000 en argentina los 4 5 millones de migrantes venezolanos son más que la población total de croacia panamá uruguay vca rrss vmc abc es vso tw vli cm general _tcode zdbyn3ax ,"in Colombia there are more than 1.5 million Venezuelan refugees 900,000 in Peru 400,000 in Chile 350,000 in Ecuador 170,000 in Brazil 150,000 in Argentina the 4.5 million Venezuelan migrants are more than the total population of Croatia, Panama, Uruguay, VCA, RSR vmc abc is vso tw vli cm general _tcode zdbyn3ax",2,2,1
3156, atención inició el proceso de visa humanitaria para migrantes venezolanos en ecuador requisitos 31oct venezuela ,attention began the process of humanitarian visa for venezuelan migrants in ecuador requirements 31oct venezuela,2,2,1
3157, 30oct la mascota que se observa en la foto se llama coqueta ya viajado desde venezuela hacia ecuador junto sus dueños como parte de la masiva migración venezolana pic twitter com 0xpvbuxzeo,30oct the pet that is seen in the photo is called coqueta and has traveled from Venezuela to Ecuador with their owners as part of the massive Venezuelan migration pic twitter com 0xpvbuxzeo,1,2,2
3158,ecuador alerta de difícil contexto regional para atención de migrantes venezolanos ,Ecuador warns of difficult regional context for the care of Venezuelan migrants,2,2,1
3159, aragua disminuye migración de venezolanos ecuador pic twitter com z9qdi4rzma,aragua decreases migration of Venezuelans ecuador pic twitter com z9qdi4rzma,1,2,2
3160,4 4 mill de venezolanos han dejado su país en perú ecuador colombia el 70 de la población asocia sin evidencias la migración con delincuencia pide controles en frontera informe sobre narrativas contra la migración pic twitter com mfjabiafyk,4 4 million Venezuelans have left their country in Peru Ecuador Colombia 70 of the population associate without evidence migration with crime asks for border controls report on narratives against migration pic twitter com mfjabiafyk,0,2,2
3161, aragua disminuye migración de venezolanos ecuador pic twitter com l6ykoxqegv,aragua decreases migration of Venezuelans ecuador pic twitter com l6ykoxqegv,1,2,2
3162, aragua disminuye migración de venezolanos ecuador pic twitter com nvk3mr7v8b,aragua decreases migration of Venezuelans ecuador pic twitter com nvk3mr7v8b,1,2,2
3163, aragua disminuye migración de venezolanos ecuador pic twitter com c3bsmhnhzv,aragua decreases migration of Venezuelans ecuador pic twitter com c3bsmhnhzv,1,2,2
3164,un gusto compartir esta mañana el trabajo que está realizando en ecuador conjuntamente con la para evaluar el impacto de la migración venezolana en ecuador feriacooperacionecpic twitter com kzsdfw8aar,It is a pleasure to share this morning the work you are doing in Ecuador together with the to assess the impact of Venezuelan migration in Ecuador. faircooperacionecpic twitter com kzsdfw8aar,2,2,0
3165, aragua disminuye migración de venezolanos ecuador pic twitter com raxmieq4rs,aragua decreases migration of Venezuelans ecuador pic twitter com raxmieq4rs,1,2,2
3166, aragua disminuye migración de venezolanos ecuador pic twitter com tsmgmus4ix,aragua decreases migration of Venezuelans ecuador pic twitter com tsmgmus4ix,1,2,2
3167, 30oct diasporaaruba durante el encuentro se subrayó la generosidad de los países de la región su política de brazos abiertos el foco fue puesto especialmente en colombia ecuador perú los países que más migrantes refugiados venezolanos registran ,30oct diasporaaruba during the meeting the generosity of the countries of the region was underlined its policy of open arms the focus was especially on colombia ecuador peru the countries that register the most venezuelan refugee migrants,2,2,1
3168,el tercer país de latinoamérica que más recibe migrantes venezolanos en ecuador conoce más aquí ,The third country in Latin America that receives the most Venezuelan migrants in Ecuador knows more here,0,2,2
3169,el porqué la gente se va sencillo las protestas de santiago de perú ecuador se presentaron aquí pero tus ídolos mataron mas 120 venezolanos la gente después de luchar contra unos asesinos prefiere irse antes de dejar la vida por unos miserables que solo se han enriquecido,why people leave simple the protests of santiago de perú ecuador were presented here but your idols killed more than 120 Venezuelans people after fighting against assassins prefers to leave before leaving life for some miserable people who have only got rich,1,2,2
3170, atención inició el proceso de visa humanitaria para migrantes venezolanos en ecuador requisitos 30oct venezuela ,attention began the process of humanitarian visa for venezuelan migrants in ecuador requirements 30oct venezuela,2,2,1
3171,ya esta preso el anterior actual canciller dirigentes de migracion por permitir ingresar una red de mulas trata de esclavos desde africa pasando por españa hasta ecuador por permitir miles de venezolanos con record policial criminal no nadie ok ve el yaku traicionero,"The former current chancellor of the immigration leaders is already in prison for allowing a network of mules to enter the slave trade from Africa through Spain to Ecuador for allowing thousands of Venezuelans with criminal police records, no one ok sees the treacherous yaku",2,2,2
3172, disminuye migración de venezolanos ecuador pic twitter com mvglyqbz2o,decrease migration of Venezuelans Ecuador pic twitter com mvglyqbz2o,1,2,2
3173,reposted from noticiaaldia por primera vez en siete años es negativo el saldo de migrantes venezolanos en ecuador donde el reciente estallido social que cobró una docena de vidas la cada vez ,"reposted from noticiaaldia for the first time in seven years the balance of Venezuelan migrants in Ecuador is negative, where the recent social outbreak that claimed a dozen lives each time",2,2,2
3174, aragua disminuye migración de venezolanos ecuador pic twitter com miowluuso3,aragua decreases migration of Venezuelans ecuador pic twitter com miowluuso3,1,2,2
3175,al tipo le faltó decir que ama con todo su corazón como destrozan chile ecuador perú la izquierda asesina nosotros los 8millones de venezolanos fuera de nuestro país que nos vio nacer nos dio tanto también te deseamos muchas cositas que viva el capitalismo salvaje ,The guy lacked saying that he loves with all his heart how they destroy Chile Ecuador Peru the left murders us 8 million Venezuelans outside our country who saw us born gave us so much we also wish you many little things that wild capitalism lives,1,1,1
3176, aragua disminuye migración de venezolanos ecuador pic twitter com smuuwt2ddq,aragua decreases migration of Venezuelans ecuador pic twitter com smuuwt2ddq,1,2,2
3177,xenofobia explotación laboral revierten tendencia venezolanos salen de ecuador ,xenophobia labor exploitation reverse trend Venezuelans leave Ecuador,2,2,1
3178,comenzó el proceso de regularización para migrantes venezolanos en ecuador lee más ,The process of regularization for Venezuelan migrants began in Ecuador read more,2,2,2
3179, aragua disminuye migración de venezolanos ecuador pic twitter com 7kijuqczcl,aragua decreases migration of Venezuelans ecuador pic twitter com 7kijuqczcl,1,2,2
3180, aragua disminuye migración de venezolanos ecuador pic twitter com 3m7loaiqno,aragua decreases migration of Venezuelans ecuador pic twitter com 3m7loaiqno,1,2,2
3181,da impotencia ver parwciera fuera un aliado más de maduro solo ayudó q el pueblo no fuera capaz de levantar en armas acepten ustedes venezolanos dejaron se convirtiera en una segunda cuba miren el ejemplo de ecuador chile ustedes dan lástima cobardes,"It is impotent to see parwciera being a more mature ally, it only helped that the people were not able to take up arms, you Venezuelans let it become a second Cuba, look at the example of Ecuador, Chile, you pity cowards",2,2,2
3182, aragua disminuye migración de venezolanos ecuador pic twitter com 6c9gnjycm0,aragua decreases migration of Venezuelans ecuador pic twitter com 6c9gnjycm0,1,2,2
3183,la cooperación internacional clave para atender migrantes venezolanos según ecuador ,key international cooperation to serve Venezuelan migrants according to Ecuador,2,2,1
3184,los paises de sur america estan cansados de los migrantes venezolanos pero no por eso deben convertir sus paises en otra venezuela para que se regresen ecuador peru chile argentina,"The countries of South America are tired of Venezuelan migrants, but that is not why they must convert their countries into another Venezuela so that they return to Ecuador, Peru, Chile and Argentina.",2,2,1
3185, comunidad ecuador inició el proceso digital de visado por migrantes venezolanos pic twitter com 7hhxy8wn8e,Ecuador community started the digital process of visa for Venezuelan migrants pic twitter com 7hhxy8wn8e,2,2,1
3186, aragua disminuye migración de venezolanos ecuador pic twitter com zfqb34oga3,aragua decreases migration of Venezuelans ecuador pic twitter com zfqb34oga3,1,2,2
3187,stein aseguró que el número total de refugiados migrantes venezolanos que en un 80 de los casos buscan refugio en países cercanos como colombia perú ecuador pasará de los 4 5 millones actuales 6 5 millones en 2020 aumentando la presión en ,"Stein assured that the total number of Venezuelan migrant refugees who in 80 of the cases seek refuge in nearby countries such as Colombia, Peru, Ecuador, will go from the current 4.5 million to 6.5 million in 2020, increasing the pressure in",2,0,1
3188, aragua disminuye migración de venezolanos ecuador pic twitter com dgdl8gupi0,aragua decreases migration of Venezuelans ecuador pic twitter com dgdl8gupi0,1,2,2
3189, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com 276fsdys1f,mundo ecuador started digital visa process for Venezuelan migrants pic twitter com 276fsdys1f,1,2,1
3190,ecuador alerta de difícil contexto regional para atención de migrantes venezolanos pic twitter com 9mgncytyuz,Ecuador alerts of difficult regional context for the care of Venezuelan migrants pic twitter com 9mgncytyuz,1,2,1
3191,el proceso de visado humanitario para migrantes venezolanos en ecuador comenzó solo tendrán acceso esta visa quienes no hayan violado las leyes que hayan ingresado regularmente hasta el 26 de julio quien se encuentren en condición migratoria irregular vía twitter com 0bdcavhy8r,"The humanitarian visa process for Venezuelan migrants in Ecuador began, only those who have not violated the laws that have entered regularly until July 26 will have access to this visa who are in an irregular migratory condition via twitter with 0bdcavhy8r",2,2,2
3192,nuevo informe síperonoaquí 70 de las personas en colombia perú ecuador asocian sin evidencias la delincuencia migración venezolana las narrativas antimigratorias están acentuando sentimientos xenófobos oxfam descargar aquí pic twitter com dwvntazqoc,new report is not here 70 of people in colombia peru ecuador associate crime evidence Venezuelan migration anti-immigration narratives are accentuating xenophobic feelings oxfam download here pic twitter com dwvntazqoc,2,2,2
3193, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com 17wiitlyfs,World Ecuador started digital visa process for Venezuelan migrants pic twitter com 17wiitlyfs,1,2,1
3194, nocomascuento la constitución determina que solamente los extranjeros que se encuentren residiendo 5 años legalmente en ecuador podrán acceder al voto la mayoría de migrantes venezolanos ingresó entre 2017 2019 pic twitter com srebqorjqc,nocomascount the constitution determines that only foreigners who are residing 5 years legally in ecuador will be able to access the vote the majority of Venezuelan migrants entered between 2017 2019 pic twitter com srebqorjqc,2,2,1
3195,ecuador través del subsecretario de protección internacional atención inmigrantes hernán yánez participa en el foro organizado por el en washington para analizar la crisis migratoria venezolana together4venezuelanspic twitter com n0uub5q8vg,"ecuador, through the undersecretary of international protection for immigrant care, hernán yánez, participates in the forum organized by him in washington, to analyze the venezuelan migration crisis together4venezuelanspic twitter com n0uub5q8vg",2,1,1
3196,labor diplomatica nombra una sola labor diplomatica que haya beneficiado el drama venezolano de los migrantes no he visto uno solo en las carreteras de ecuador peru colombia brasil ahh pero si en europa usa dejando el pellejo,diplomatic work names a single diplomatic work that has benefited the Venezuelan drama of migrants I have not seen a single one on the roads of ecuador peru colombia brazil ahh but if in europe you use leaving your skin,2,2,1
3197,xenofobia explotación laboral revierten tendencia venezolanos salen de ecuador xbifoezhsv0 twitter desde colombia regresan cientos la ue con acnur montan un show para recoger fondos que despues se los roban los gob de colombia ecuador la misma acnur cuanta farsa ,xenophobia labor exploitation reverse trend Venezuelans leave Ecuador xbifoezhsv0 twitter from Colombia hundreds of the EU return with UNHCR they set up a show to collect funds that were later stolen by the gob of Colombia the same UNHCR how much farce,2,2,1
3198, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com kv4cfror4n,mundo ecuador started digital visa process for Venezuelan migrants pic twitter com kv4cfror4n,1,2,1
3199,inició el proceso de visa humanitaria para migrantes venezolanos en ecuador ,began the process of humanitarian visa for Venezuelan migrants in Ecuador,2,2,1
3200,inició el proceso de visa humanitaria para migrantes venezolanos en ecuador mundopic twitter com f9mu3krkew,began the process of humanitarian visa for Venezuelan migrants in ecuador mundopic twitter com f9mu3krkew,1,1,1
3201,los estudios de las agencias de naciones unidas para la migración oim refugiados acnur estiman que el número de migrantes refugiados venezolanos en países como colombia perú ecuador aumentará de 4 5 millones 6 5 millones para el próximo año ,"Studies by the United Nations Migration Agencies for UNHCR Refugees estimate that the number of Venezuelan refugee migrants in countries like Colombia, Peru, Ecuador will increase from 4.5 million to 6.5 million for next year.",2,2,2
3202,xenofobia explotación laboral revierten tendencia venezolanos salen de ecuador internacionalesgv trabajo de ,xenophobia labor exploitation reverse trends Venezuelans leave Ecuador international work of,2,2,1
3203,en machala paso lo mismo fuera venezolanos del ecuador,In Machala the same thing happened outside Venezuelans of Ecuador,2,2,2
3204, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com eod6fftg4m,Mundo Ecuador started a digital visa process for Venezuelan migrants pic twitter com eod6fftg4m,1,2,1
3205,la tendencia cambió en septiembre en ese mes fueron más los ciudadanos venezolanos que salieron de ecuador respecto los que arribaron ello ha generado por primera vez desde el 2012 un saldo negativo de migrantes de esa nacionalidad en el país ,The trend changed in September in that month. More Venezuelan citizens left Ecuador than those who arrived. This has generated for the first time since 2012 a negative balance of migrants of that nationality in the country.,2,1,1
3206,inició el proceso de visa humanitaria para migrantes venezolanos en ecuador laceiba,The humanitarian visa process for Venezuelan migrants began in Ecuador laceiba,2,2,1
3207,el primer país jajajaja señora está demente los únicos migrantes que han llegado en masa son venezolanos colombianos para peruanos chilenos argentinos bolivianos inclusive ecuador nunca ha sido opción ,the first country hahahaha lady is insane the only migrants who have arrived en masse are colombian venezuela for peruvian chilean argentine bolivian including ecuador has never been an option,2,2,1
3208, resumenal ecuador reclama ayuda internacional para atender migrantes venezolanos vía 29oct ,Summary to Ecuador calls for international aid to serve Venezuelan migrants via 29oct,2,2,1
3209,xenofobia explotación laboral revierten tendencia venezolanos salen de ecuador xbhnnwcuzp8 twitter ,xenophobia labor exploitation reverse trend Venezuelans leave Ecuador xbhnnwcuzp8 twitter,2,2,1
3210, tiempo la migración venezolana al ecuador ha venido creciendo en parlalelo la crisis que atraviesa venezuela misma que no supera los 2 años el mayor de venezolanos entrando al país le dejo algunos números flujo para su análisis en 2016 no superaban los 107k pic twitter com id4vtknmew,time Venezuelan migration to Ecuador has been growing in parallel the crisis that Venezuela is going through itself that does not exceed 2 years the largest Venezuelans entering the country I leave you some flow numbers for analysis in 2016 they did not exceed 107k pic twitter com id4vtknmew,1,2,2
3211, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com ksdm0odp3x,World Ecuador started digital visa process for Venezuelan migrants pic twitter com ksdm0odp3x,1,2,1
3212,ecuador situación de migrantes venezolanos llega en un difícil contexto regional pic twitter com etmfubhsxf,Ecuador situation of Venezuelan migrants comes in a difficult regional context pic twitter com etmfubhsxf,2,2,1
3213, atención según para el 2020 la crisis de migrantes refugiados venezolanos en américa latina crecerá 6 5 millones un 80 de los casos buscan refugio en países cercanos como colombia perú ecuador pic twitter com alquplocd8,"Attention according to 2020, the crisis of Venezuelan refugee migrants in Latin America will grow 6 5 million, 80 of the cases seek refuge in nearby countries such as Colombia, Peru, Ecuador, pic twitter com.",2,0,1
3214,xenofobia explotación laboral revierten tendencia venezolanos salen de ecuador xbhld9envrm twitter ,xenophobia labor exploitation reverse trends Venezuelans leave Ecuador xbhld9envrm twitter,2,2,1
3215,migrantes venezolanos desaparecen sin llegar su destino en lo que va de año el proyecto migrantesdesaparecidos de la oim ha registrado la muerte desaparición de 95 venezolanos 84 en ruta trinidadytobago curazao 9 en colombia brasil ecuador 2 entre méxico eeuu pic twitter com visu0fodvd,Venezuelan migrants disappear without reaching their destination so far this year the IOM's missing migrants project has recorded the death disappearance of 95 Venezuelans 84 en route trinidadytobago curazao 9 in colombia brazil ecuador 2 between mexico usa pic twitter com visu0fodvd,2,1,1
3216, el día de ayer en ecuador ibarra llegaron donde vivimos 3 funcionarios según fueron enviados por migración los cuales son altamente hostigante denigrantes acosandonos por solo ser venezolanos,yesterday in ecuador ibarra 3 officials arrived as we were sent by migration who are highly harassing denigrating harassing us for only being venezuelan,2,2,1
3217, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com lbpvawgkle,mundo ecuador started digital visa process for Venezuelan migrants pic twitter com lbpvawgkle,1,2,1
3218,ecuador alerta de difícil contexto regional para atención de migrantes venezolanos pic twitter com ffwybamvku,Ecuador alerts of difficult regional context for the care of Venezuelan migrants pic twitter com ffwybamvku,1,2,1
3219,ecuador alerta de difícil contexto regional para atención de migrantes venezolanos pic twitter com hmadmecvrr,Ecuador alerts of difficult regional context for the care of Venezuelan migrants pic twitter com hmadmecvrr,1,2,1
3220,gobierno de ecuador inicia proceso digital de visados para migrantes venezolanos ,Government of Ecuador begins digital visa process for Venezuelan migrants,2,2,2
3221, 29oct hoy estácirculando portodoslosmedios inició el proceso de visa humanitaria para migrantes venezolanos en ecuador ,29oct today is circulating all the media started the humanitarian visa process for Venezuelan migrants in Ecuador,2,2,1
3222, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com gkbial8ovf,World Ecuador started digital visa process for Venezuelan migrants pic twitter com gkbial8ovf,1,2,1
3223,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com ofpc2dm628,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com ofpc2dm628",2,2,1
3224, alaire migracion venezolana produce un desequilibrio regional canciller de ecuador informe de en lasmañanas sincandadordio escuche aquí pic twitter com 3zrwhpytm4,alaire venezuelan migration produces a regional imbalance chancellor of ecuador morning report sincandadordio listen here pic twitter com 3zrwhpytm4,2,2,1
3225,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com cxkj3kchea,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com cxkj3kchea",2,2,1
3226,ecuador la migración venezolana es un problema que genera desequilibrio presiones 10 hours ago pic twitter com mp8dz1b6zn,Ecuadorian Venezuelan migration is a problem that generates pressure imbalance 10 hours ago pic twitter com mp8dz1b6zn,1,2,1
3227,inició el proceso de visa humanitaria para migrantes venezolanos en ecuador con la emisión del decreto 826 ,The humanitarian visa process for Venezuelan migrants began in Ecuador with the issuance of Decree 826,2,2,1
3228,tv venezuela transportistas se fueron paro en municipio libertador por amenazas de intt el pitazo venezuela triplica haití en número de muertes por difteria hasta septiembre inició el proceso de visa humanitaria para migrantes venezolanos en ecuador ,tv venezuela transporters left unemployment in liberating municipality due to threats from intt el pitazo venezuela triples haiti in number of deaths from diphtheria until september began the process of humanitarian visa for venezuelan migrants in ecuador,2,2,1
3229, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com url1fnzoyi,Mundo Ecuador started a digital visa process for Venezuelan migrants pic twitter com url1fnzoyi,1,2,1
3230,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com yzhirmatmf,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traspao forced migration pic twitter com yzhirmatmf",2,2,1
3231, atención inició el proceso de visa humanitaria para migrantes venezolanos en ecuador requisitos 29oct venezuela ,attention began the process of humanitarian visa for venezuelan migrants in ecuador 29oct requirements venezuela,2,2,1
3232,ecuador alerta de difícil contexto regional para atención de migrantes venezolanos vía ,Ecuador warns of difficult regional context for attention to Venezuelan migrants via,2,2,1
3233,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com tlm5j7lpzw,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com tlm5j7lpzw",2,2,1
3234,noticiasaev ecuador reclama ayuda internacional para atender migrantes venezolanos clic pic twitter com qlcqnb1uto,noticiasaev ecuador calls for international aid to serve Venezuelan migrants clic pic twitter com qlcqnb1uto,2,2,1
3235, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com rs7wmudjuj,mundo ecuador started digital visa process for Venezuelan migrants pic twitter com rs7wmudjuj,1,2,1
3236,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com mbwiv30rmo,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com mbwiv30rmo",2,2,1
3237,ecuador alerta difícil contexto para atender va migrantes venezolanos migrantes venezolanosenperu venezolanosenecuador canciller ecuatoriano josé valencia reafirmó este lunes el difícil contexto regional ,Ecuador alerts difficult context to attend to Venezuelan migrants Venezuelan migrants in Peru Venezuelan Ecuador Ecuadorian Foreign Minister José Valencia reaffirmed this Monday the difficult regional context,2,2,1
3238,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com fcfcwllu0w,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com fcfcwllu0w",2,2,1
3239, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com rtrl1miehf,mundo ecuador started digital visa process for Venezuelan migrants pic twitter com rtrl1miehf,1,2,1
